project_index,folder_count,file_count,file_count_tslike,file_count_.ts,file_count_.tsx,file_count_.js,file_count_.jsx,commit_count,unique_commit_authors,commit_count_per_author,first_commit_date,last_commit_date,lines_of_code,lines_of_code_tslike,lines_of_code_.ts,lines_of_code_.tsx,lines_of_code_.js,lines_of_code_.jsx,lines_of_comments,lines_of_comments_tslike,lines_of_comments_.ts,lines_of_comments_.tsx,lines_of_comments_.js,lines_of_comments_.jsx,/frontend_.ts_file_count,/frontend_.ts_total_lines,/frontend_.ts_sloc,/frontend_.ts_total_lines_of_comments,/frontend_.ts_blank_lines,/frontend_.js_file_count,/frontend_.js_total_lines,/frontend_.js_sloc,/frontend_.js_total_lines_of_comments,/frontend_.js_blank_lines,/src_.ts_file_count,/src_.ts_total_lines,/src_.ts_sloc,/src_.ts_total_lines_of_comments,/src_.ts_blank_lines,/src_.js_file_count,/src_.js_total_lines,/src_.js_sloc,/src_.js_total_lines_of_comments,/src_.js_blank_lines,/test/controller_.ts_file_count,/test/controller_.ts_total_lines,/test/controller_.ts_sloc,/test/controller_.ts_total_lines_of_comments,/test/controller_.ts_blank_lines,/test/controller_.js_file_count,/test/controller_.js_total_lines,/test/controller_.js_sloc,/test/controller_.js_total_lines_of_comments,/test/controller_.js_blank_lines,/test/rest_.ts_file_count,/test/rest_.ts_total_lines,/test/rest_.ts_sloc,/test/rest_.ts_total_lines_of_comments,/test/rest_.ts_blank_lines,/test/rest_.js_file_count,/test/rest_.js_total_lines,/test/rest_.js_sloc,/test/rest_.js_total_lines_of_comments,/test/rest_.js_blank_lines,3_folders_file_count,3_folders_total_lines,3_folders_sloc,3_folders_total_lines_of_comments,3_folders_blank_lines,/frontend_file_count,/frontend_total_lines,/frontend_sloc,/frontend_total_lines_of_comments,/frontend_blank_lines,/src_file_count,/src_total_lines,/src_sloc,/src_total_lines_of_comments,/src_blank_lines,/test/controller_file_count,/test/controller_total_lines,/test/controller_sloc,/test/controller_total_lines_of_comments,/test/controller_blank_lines,/test/rest_file_count,/test/rest_total_lines,/test/rest_sloc,/test/rest_total_lines_of_comments,/test/rest_blank_lines,typescript_file_count,typescript_total_lines,typescript_sloc,typescript_total_lines_of_comments,typescript_blank_lines,javascript_file_count,javascript_total_lines,javascript_sloc,javascript_total_lines_of_comments,javascript_blank_lines,cc_sum,cc_sum_3folders,term
534,59,261,92,28,61,3,0,71,3,"[40, 17, 12, 1, 1]",2024-09-18,2024-11-21,202778,7099,3331,3693,75,0,1336,317,308,6,3,0,63,3702,3368,9,325,1,28,27,0,1,23,2193,1626,241,326,0,0,0,0,0,1,705,589,16,100,0,0,0,0,0,1,337,297,18,22,0,0,0,0,0,89,7249,5907,284,774,64,3739,3395,9,326,23,2434,1626,241,326,1,721,589,16,100,1,355,297,18,22,88,7221,5880,284,773,1,28,27,0,1,701,690,4
535,56,350,45,38,5,2,0,154,3,"[70, 60, 21, 2, 1]",2024-09-18,2024-11-29,264824,5582,4529,1006,47,0,1596,511,493,15,3,0,8,1027,944,33,50,0,0,0,0,0,31,2136,1695,243,198,0,0,0,0,0,1,1439,1121,188,130,0,0,0,0,0,1,523,460,19,44,0,0,0,0,0,41,5608,4220,483,422,8,1060,944,33,50,31,2379,1695,243,198,1,1627,1121,188,130,1,542,460,19,44,41,5608,4220,483,422,0,0,0,0,0,748,738,4
536,41,179,35,25,4,6,0,198,3,"[96, 50, 49, 2, 1]",2024-09-18,2024-11-20,136679,4528,3984,414,130,0,2019,1107,1087,3,17,0,10,544,490,9,45,4,83,65,14,4,16,2881,1569,1104,208,0,0,0,0,0,1,734,510,56,168,0,0,0,0,0,1,148,122,10,16,0,0,0,0,0,32,5583,2756,1193,441,14,650,555,23,49,16,3985,1569,1104,208,1,790,510,56,168,1,158,122,10,16,28,5486,2691,1179,437,4,97,65,14,4,605,595,4
537,42,217,30,25,2,3,0,141,4,"[51, 41, 37, 10, 1, 1]",2024-09-18,2024-11-21,227594,4114,3556,492,66,0,1724,452,446,3,3,0,5,512,438,12,62,1,19,17,0,2,16,2207,1636,299,272,0,0,0,0,0,3,819,651,81,87,0,0,0,0,0,1,352,277,40,35,0,0,0,0,0,26,4341,3019,432,458,6,543,455,12,64,16,2506,1636,299,272,3,900,651,81,87,1,392,277,40,35,25,4322,3002,432,456,1,19,17,0,2,482,472,4
538,48,247,26,16,7,3,0,112,3,"[54, 37, 18, 2, 1]",2024-09-18,2024-11-22,304405,5658,4188,1418,52,0,2027,463,433,27,3,0,8,1433,1269,60,104,1,5,4,0,1,11,2266,1694,322,250,0,0,0,0,0,1,1294,1065,103,126,0,0,0,0,0,1,351,289,22,40,0,0,0,0,0,22,5856,4321,507,521,9,1498,1273,60,105,11,2588,1694,322,250,1,1397,1065,103,126,1,373,289,22,40,21,5851,4317,507,520,1,5,4,0,1,627,617,4
539,47,255,35,18,12,5,0,100,4,"[34, 24, 21, 19, 1, 1]",2024-09-18,2024-11-22,302397,4955,3735,1082,138,0,1518,367,344,19,4,0,16,1184,1038,38,108,3,91,88,2,1,11,1657,1249,173,235,0,0,0,0,0,1,1380,984,184,212,0,0,0,0,0,1,505,407,24,74,0,0,0,0,0,32,5238,3766,421,630,19,1315,1126,40,109,11,1830,1249,173,235,1,1564,984,184,212,1,529,407,24,74,29,5145,3678,419,629,3,93,88,2,1,583,573,4
540,39,155,21,15,3,3,0,131,4,"[75, 23, 20, 11, 1, 1]",2024-09-18,2024-11-22,199096,4406,3329,1002,75,0,1198,287,277,7,3,0,5,1010,894,15,101,1,28,27,0,1,10,2139,1655,166,318,0,0,0,0,0,1,624,512,44,68,0,0,0,0,0,1,467,377,49,41,0,0,0,0,0,18,4542,3465,274,529,6,1053,921,15,102,10,2305,1655,166,318,1,668,512,44,68,1,516,377,49,41,17,4514,3438,274,528,1,28,27,0,1,760,750,4
541,40,237,25,19,4,2,0,137,3,"[77, 50, 8, 1, 1]",2024-09-18,2024-11-22,276472,4254,3641,566,47,0,1455,677,670,4,3,0,7,587,520,9,58,0,0,0,0,0,13,2585,1708,607,270,0,0,0,0,0,1,702,604,19,79,0,0,0,0,0,1,242,211,6,25,0,0,0,0,0,22,4757,3043,641,432,7,596,520,9,58,13,3192,1708,607,270,1,721,604,19,79,1,248,211,6,25,22,4757,3043,641,432,0,0,0,0,0,539,529,4
542,41,264,81,19,0,12,50,99,4,"[50, 35, 10, 2, 1, 1]",2024-09-18,2024-11-22,372625,6904,3686,0,604,2614,2644,287,264,0,22,1,0,0,0,0,0,60,3171,2888,36,247,16,2051,1677,167,207,0,0,0,0,0,1,1134,959,57,118,0,0,0,0,0,1,418,377,9,32,0,0,0,0,0,78,7043,5901,269,604,60,3207,2888,36,247,16,2218,1677,167,207,1,1191,959,57,118,1,427,377,9,32,18,3836,3013,233,357,60,3207,2888,36,247,922,912,4
543,39,258,19,14,0,5,0,142,3,"[71, 37, 31, 2, 1]",2024-09-18,2024-11-21,2958611,4180,3482,0,698,0,4117,767,690,0,77,0,0,0,0,0,0,3,650,480,93,77,11,1944,1294,427,223,0,0,0,0,0,1,1257,914,199,144,0,0,0,0,0,1,198,127,55,16,0,0,0,0,0,16,4823,2815,774,460,3,743,480,93,77,11,2371,1294,427,223,1,1456,914,199,144,1,253,127,55,16,13,4080,2335,681,383,3,743,480,93,77,548,538,4
544,41,235,30,18,8,4,0,184,4,"[112, 40, 23, 7, 1, 1]",2024-09-18,2024-11-29,325259,5154,3648,751,755,0,1492,576,420,96,60,0,11,772,619,101,52,0,0,0,0,0,10,1792,1462,194,136,0,0,0,0,0,1,859,690,90,79,1,563,452,111,0,1,387,235,112,40,0,0,0,0,0,24,4981,3458,608,307,11,873,619,101,52,10,1986,1462,194,136,2,1623,1142,201,79,1,499,235,112,40,23,4307,3006,497,307,1,674,452,111,0,945,859,4
545,37,280,26,15,0,11,0,190,4,"[81, 62, 34, 10, 2, 1]",2024-09-18,2024-11-21,376156,5523,4298,0,1225,0,2126,681,570,0,111,0,0,0,0,0,0,9,1178,934,124,120,11,1929,1515,196,218,0,0,0,0,0,1,1713,1249,292,172,0,0,0,0,0,1,322,253,47,22,0,0,0,0,0,22,5801,3951,659,532,9,1302,934,124,120,11,2125,1515,196,218,1,2005,1249,292,172,1,369,253,47,22,13,4499,3017,535,412,9,1302,934,124,120,1088,880,4
546,46,203,24,14,7,3,0,126,3,"[61, 41, 22, 1, 1]",2024-09-18,2024-11-22,383585,4174,2869,546,759,0,1904,373,341,0,32,0,9,589,534,1,54,1,712,618,34,60,9,1881,1391,240,250,0,0,0,0,0,1,611,469,64,78,0,0,0,0,0,1,243,198,13,32,0,0,0,0,0,21,4388,3210,352,474,10,1336,1152,35,114,9,2121,1391,240,250,1,675,469,64,78,1,256,198,13,32,20,3642,2592,318,414,1,746,618,34,60,519,509,4
547,45,139,31,18,0,6,7,120,4,"[48, 27, 22, 21, 1, 1]",2024-09-18,2024-11-14,139773,4146,3175,0,116,855,1243,508,498,0,5,5,0,0,0,0,0,11,924,819,12,93,15,2482,1811,416,255,0,0,0,0,0,1,553,455,46,52,0,0,0,0,0,1,49,33,9,7,0,0,0,0,0,28,4491,3118,483,407,11,936,819,12,93,15,2898,1811,416,255,1,599,455,46,52,1,58,33,9,7,17,3555,2299,471,314,11,936,819,12,93,374,364,4
548,37,133,19,15,0,4,0,84,4,"[27, 27, 14, 13, 2, 1]",2024-09-18,2024-11-20,311972,4094,3256,0,838,0,1572,475,438,0,37,0,0,0,0,0,0,2,791,697,36,58,12,1916,1425,286,205,0,0,0,0,0,1,747,572,91,84,0,0,0,0,0,1,510,420,40,50,0,0,0,0,0,16,4417,3114,453,397,2,827,697,36,58,12,2202,1425,286,205,1,838,572,91,84,1,550,420,40,50,14,3590,2417,417,339,2,827,697,36,58,389,379,4
549,45,199,24,18,1,3,2,217,4,"[81, 66, 36, 32, 1, 1]",2024-09-18,2024-11-22,491564,3163,2712,32,145,274,2174,420,413,0,5,2,5,185,175,4,6,3,372,346,5,21,10,1373,957,295,121,0,0,0,0,0,1,691,604,25,62,0,0,0,0,0,1,49,33,9,7,0,0,0,0,0,20,3008,2115,338,217,8,566,521,9,27,10,1668,957,295,121,1,716,604,25,62,1,58,33,9,7,17,2631,1769,333,196,3,377,346,5,21,456,446,4
550,39,233,25,15,5,5,0,74,4,"[31, 15, 14, 12, 1, 1]",2024-09-18,2024-11-22,142971,4466,3625,535,306,0,1273,532,495,10,27,0,6,605,503,31,71,3,259,225,31,3,9,1712,1260,291,161,0,0,0,0,0,1,992,826,70,96,0,0,0,0,0,1,179,128,34,17,0,0,0,0,0,20,4204,2942,457,348,9,926,728,62,74,9,2003,1260,291,161,1,1062,826,70,96,1,213,128,34,17,17,3914,2717,426,345,3,290,225,31,3,681,671,4
551,39,264,17,14,0,3,0,175,4,"[58, 47, 36, 31, 2, 1]",2024-09-18,2024-11-19,392432,2939,2603,0,336,0,1322,264,256,0,8,0,0,0,0,0,0,1,289,252,6,31,9,1192,885,173,134,0,0,0,0,0,1,626,504,29,93,0,0,0,0,0,1,163,148,2,13,0,0,0,0,0,12,2480,1789,210,271,1,295,252,6,31,9,1365,885,173,134,1,655,504,29,93,1,165,148,2,13,11,2185,1537,204,240,1,295,252,6,31,384,374,4
552,45,238,26,19,3,4,0,104,4,"[41, 31, 17, 13, 1, 1]",2024-09-18,2024-11-21,186082,4804,3945,795,64,0,1131,325,316,5,4,0,5,83,65,9,9,2,17,15,2,0,11,1791,1379,185,227,0,0,0,0,0,1,1197,878,150,169,0,0,0,0,0,1,301,267,3,31,0,0,0,0,0,20,3738,2604,349,436,7,111,80,11,9,11,1976,1379,185,227,1,1347,878,150,169,1,304,267,3,31,18,3719,2589,347,436,2,19,15,2,0,675,665,4
553,46,227,33,17,5,5,6,140,15,"[58, 23, 17, 12, 8, 5, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1]",2024-09-18,2024-11-22,158058,4963,3698,446,122,697,1772,913,857,14,22,20,6,453,373,21,59,9,772,660,46,66,13,2152,1504,394,254,0,0,0,0,0,1,1063,558,365,140,0,0,0,0,0,1,393,283,78,32,0,0,0,0,0,30,5737,3378,904,551,15,1292,1033,67,125,13,2546,1504,394,254,1,1428,558,365,140,1,471,283,78,32,21,4919,2718,858,485,9,818,660,46,66,717,707,4
554,43,309,12,10,0,2,0,109,4,"[40, 29, 19, 19, 1, 1]",2024-09-18,2024-11-21,509090,2425,2378,0,47,0,1050,167,164,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1077,875,108,94,0,0,0,0,0,1,991,901,12,78,0,0,0,0,0,1,49,33,9,7,0,0,0,0,0,8,2246,1809,129,179,0,0,0,0,0,6,1185,875,108,94,1,1003,901,12,78,1,58,33,9,7,8,2246,1809,129,179,0,0,0,0,0,390,380,4
555,48,192,46,14,26,6,0,138,4,"[61, 47, 15, 12, 2, 1]",2024-09-18,2024-11-22,293192,5520,2868,2511,141,0,2678,472,407,60,5,0,27,2517,2188,98,231,4,94,86,6,2,10,1811,1334,257,220,0,0,0,0,0,1,689,471,164,54,0,0,0,0,0,1,279,235,17,27,0,0,0,0,0,43,5932,4314,542,534,31,2715,2274,104,233,10,2068,1334,257,220,1,853,471,164,54,1,296,235,17,27,39,5832,4228,536,532,4,100,86,6,2,699,689,4
556,44,275,33,28,3,2,0,128,3,"[66, 42, 18, 1, 1]",2024-09-18,2024-11-19,275457,7055,6280,728,47,0,2205,525,497,25,3,0,7,995,846,54,95,0,0,0,0,0,15,2495,1980,248,267,0,0,0,0,0,7,3120,2594,185,341,0,0,0,0,0,1,315,235,36,44,0,0,0,0,0,30,7448,5655,523,747,7,1049,846,54,95,15,2743,1980,248,267,7,3305,2594,185,341,1,351,235,36,44,30,7448,5655,523,747,0,0,0,0,0,982,972,4
557,72,428,121,41,61,19,0,294,5,"[147, 38, 38, 36, 33, 1, 1]",2024-09-18,2024-11-22,548726,13793,5378,7679,736,0,4355,1102,640,455,7,0,47,2634,2355,89,190,16,659,652,6,1,20,2223,1897,119,207,0,0,0,0,0,6,2134,1267,628,239,0,0,0,0,0,1,399,315,61,23,0,0,0,0,0,90,8952,6486,903,660,63,3388,3007,95,191,20,2342,1897,119,207,6,2762,1267,628,239,1,460,315,61,23,74,8287,5834,897,659,16,665,652,6,1,1666,1626,4
558,57,198,44,31,8,5,0,113,4,"[51, 45, 8, 7, 1, 1]",2024-09-18,2024-11-22,189893,5855,5045,721,89,0,1174,407,399,4,4,0,15,849,765,6,78,3,42,39,2,1,14,1944,1430,292,222,0,0,0,0,0,1,737,571,61,105,0,0,0,0,0,1,280,241,1,38,0,0,0,0,0,34,4214,3046,362,444,18,899,804,8,79,14,2236,1430,292,222,1,798,571,61,105,1,281,241,1,38,31,4170,3007,360,443,3,44,39,2,1,636,489,4
559,76,316,29,23,0,6,0,215,3,"[102, 74, 37, 1, 1]",2024-09-18,2024-11-22,371423,6398,5444,0,954,0,2037,838,780,0,58,0,0,0,0,0,0,4,907,749,62,96,20,3064,2171,515,378,0,0,0,0,0,1,1832,1342,249,241,0,0,0,0,0,1,445,372,17,56,0,0,0,0,0,26,7091,4634,843,771,4,969,749,62,96,20,3579,2171,515,378,1,2081,1342,249,241,1,462,372,17,56,22,6122,3885,781,675,4,969,749,62,96,718,707,4
560,50,317,65,42,0,23,0,144,3,"[80, 48, 14, 1, 1]",2024-09-18,2024-11-21,166417,7053,5685,0,1368,0,1325,383,373,0,10,0,0,0,0,0,0,21,1321,1168,7,146,34,3250,2638,242,370,0,0,0,0,0,1,1132,930,96,106,0,0,0,0,0,1,259,203,16,40,0,0,0,0,0,57,6323,4939,361,662,21,1328,1168,7,146,34,3492,2638,242,370,1,1228,930,96,106,1,275,203,16,40,36,4995,3771,354,516,21,1328,1168,7,146,1052,892,4
561,38,153,20,16,0,4,0,76,3,"[29, 27, 17, 2, 1]",2024-09-18,2024-11-22,169027,4412,3357,0,1055,0,1512,587,567,0,20,0,0,0,0,0,0,2,1008,831,29,148,13,2093,1540,313,240,0,0,0,0,0,1,856,527,223,106,0,0,0,0,0,1,325,266,34,25,0,0,0,0,0,17,4881,3164,599,519,2,1037,831,29,148,13,2406,1540,313,240,1,1079,527,223,106,1,359,266,34,25,15,3844,2333,570,371,2,1037,831,29,148,615,605,4
562,55,185,27,15,0,12,0,73,4,"[38, 14, 10, 9, 1, 1]",2024-09-18,2024-11-22,219405,2932,2467,0,465,0,1486,385,367,0,18,0,0,0,0,0,0,10,418,342,33,43,10,1588,1116,288,184,0,0,0,0,0,1,459,362,38,59,0,0,0,0,0,1,150,122,15,13,0,0,0,0,0,22,2989,1942,374,299,10,451,342,33,43,10,1876,1116,288,184,1,497,362,38,59,1,165,122,15,13,12,2538,1600,341,256,10,451,342,33,43,460,447,4
563,49,268,38,26,0,12,0,273,4,"[115, 84, 38, 34, 1, 1]",2024-09-18,2024-11-22,288589,4155,3386,0,769,0,1616,776,736,0,40,0,0,0,0,0,0,0,0,0,0,0,20,1915,1403,312,200,0,0,0,0,0,3,998,488,429,81,0,0,0,0,0,1,324,274,10,40,0,0,0,0,0,24,3988,2165,751,321,0,0,0,0,0,20,2227,1403,312,200,3,1427,488,429,81,1,334,274,10,40,24,3988,2165,751,321,0,0,0,0,0,447,399,4
564,44,160,40,37,0,3,0,286,4,"[198, 38, 33, 14, 2, 1]",2024-09-18,2024-11-22,189701,5471,4998,0,473,0,969,236,218,0,18,0,0,0,0,0,0,1,426,366,15,45,24,2021,1526,152,343,0,0,0,0,0,1,689,575,25,89,0,0,0,0,0,1,165,129,1,35,0,0,0,0,0,27,3494,2596,193,512,1,441,366,15,45,24,2173,1526,152,343,1,714,575,25,89,1,166,129,1,35,26,3053,2230,178,467,1,441,366,15,45,724,442,4
565,48,200,23,16,0,7,0,206,4,"[92, 78, 24, 9, 2, 1]",2024-09-18,2024-11-22,202161,3807,3246,0,561,0,2623,686,648,0,38,0,0,0,0,0,0,5,514,388,42,84,13,2350,1613,571,166,0,0,0,0,0,1,514,379,88,47,0,0,0,0,0,1,288,225,42,21,0,0,0,0,0,20,4409,2605,743,318,5,556,388,42,84,13,2921,1613,571,166,1,602,379,88,47,1,330,225,42,21,15,3853,2217,701,234,5,556,388,42,84,5267,504,4
566,35,97,14,12,0,2,0,56,2,"[33, 22, 1]",2024-09-18,2024-11-01,103200,2373,2326,0,47,0,1027,315,312,0,3,0,0,0,0,0,0,0,0,0,0,0,10,1802,1300,256,246,0,0,0,0,0,1,433,316,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2546,1616,311,308,0,0,0,0,0,10,2058,1300,256,246,1,488,316,55,62,0,0,0,0,0,11,2546,1616,311,308,0,0,0,0,0,387,377,4
567,49,164,56,22,29,5,0,202,4,"[136, 33, 24, 6, 2, 1]",2024-09-18,2024-11-20,171055,5078,2402,2539,137,0,1400,294,287,4,3,0,35,2740,2471,9,260,3,90,88,1,1,12,1402,1075,132,195,0,0,0,0,0,1,469,278,124,67,0,0,0,0,0,1,220,187,6,27,0,0,0,0,0,52,5193,4099,272,550,38,2840,2559,10,261,12,1534,1075,132,195,1,593,278,124,67,1,226,187,6,27,49,5102,4011,271,549,3,91,88,1,1,528,518,4
568,50,266,29,21,6,2,0,132,4,"[49, 35, 29, 17, 1, 1]",2024-09-18,2024-11-15,307240,3498,3055,396,47,0,2070,309,304,2,3,0,12,580,506,13,61,0,0,0,0,0,11,1641,1192,231,218,0,0,0,0,0,1,775,643,43,89,0,0,0,0,0,1,147,120,10,17,0,0,0,0,0,25,3440,2461,297,385,12,593,506,13,61,11,1872,1192,231,218,1,818,643,43,89,1,157,120,10,17,25,3440,2461,297,385,0,0,0,0,0,400,390,4
569,38,224,32,21,9,2,0,163,4,"[90, 53, 13, 5, 1, 1]",2024-09-18,2024-11-22,251344,4423,3541,835,47,0,1381,437,411,23,3,0,12,856,722,65,69,0,0,0,0,0,15,2374,1758,388,228,0,0,0,0,0,1,856,721,53,82,0,0,0,0,0,1,207,175,11,21,0,0,0,0,0,29,4810,3376,517,400,12,921,722,65,69,15,2762,1758,388,228,1,909,721,53,82,1,218,175,11,21,29,4810,3376,517,400,0,0,0,0,0,775,765,4
570,44,156,24,16,0,8,0,90,3,"[44, 25, 18, 2, 1]",2024-09-18,2024-11-20,130689,3511,2642,0,869,0,1294,360,325,0,35,0,0,0,0,0,0,6,822,696,42,84,13,2027,1443,337,247,0,0,0,0,0,1,367,291,21,55,0,0,0,0,0,1,163,142,5,16,0,0,0,0,0,21,3784,2572,405,402,6,864,696,42,84,13,2364,1443,337,247,1,388,291,21,55,1,168,142,5,16,15,2920,1876,363,318,6,864,696,42,84,485,475,4
571,55,257,20,17,0,3,0,130,4,"[52, 44, 25, 6, 2, 1]",2024-09-18,2024-11-21,361788,3744,3342,0,402,0,1255,495,466,0,29,0,0,0,0,0,0,1,355,276,29,50,13,1966,1570,282,114,0,0,0,0,0,1,625,520,53,52,0,0,0,0,0,1,276,202,54,20,0,0,0,0,0,16,3640,2568,418,236,1,384,276,29,50,13,2248,1570,282,114,1,678,520,53,52,1,330,202,54,20,15,3256,2292,389,186,1,384,276,29,50,621,611,4
572,40,158,16,13,0,3,0,220,4,"[116, 51, 42, 8, 2, 1]",2024-09-18,2024-11-21,132423,3445,2732,0,713,0,1039,256,249,0,7,0,0,0,0,0,0,1,666,572,27,67,10,1546,1160,216,170,0,0,0,0,0,1,682,651,27,4,0,0,0,0,0,1,413,337,13,63,0,0,0,0,0,13,3590,2720,283,304,1,693,572,27,67,10,1762,1160,216,170,1,709,651,27,4,1,426,337,13,63,12,2897,2148,256,237,1,693,572,27,67,522,512,4
573,48,167,24,15,0,9,0,118,4,"[46, 34, 19, 16, 2, 1]",2024-09-18,2024-11-21,262253,4725,3861,0,864,0,2749,1502,1132,0,370,0,0,0,0,0,0,7,817,373,386,58,12,2710,1439,993,278,0,0,0,0,0,1,689,480,117,92,0,0,0,0,0,1,371,323,21,27,0,0,0,0,0,21,6104,2615,1517,455,7,1203,373,386,58,12,3703,1439,993,278,1,806,480,117,92,1,392,323,21,27,14,4901,2242,1131,397,7,1203,373,386,58,2915,2905,4
574,41,254,41,20,0,20,1,69,3,"[33, 18, 16, 1, 1]",2024-09-18,2024-11-22,156070,5836,4219,0,1603,14,1227,423,379,0,44,0,0,0,0,0,0,19,1570,1407,41,122,15,2440,1827,286,327,0,0,0,0,0,1,632,519,47,66,0,0,0,0,0,1,381,346,0,35,0,0,0,0,0,36,5397,4099,374,550,19,1611,1407,41,122,15,2726,1827,286,327,1,679,519,47,66,1,381,346,0,35,17,3786,2692,333,428,19,1611,1407,41,122,606,557,4
575,52,347,29,14,0,12,3,86,4,"[41, 19, 16, 7, 2, 1]",2024-09-18,2024-11-22,281459,3611,2800,0,457,354,5452,362,325,0,12,25,0,0,0,0,0,13,764,628,40,96,10,1682,1085,387,210,0,0,0,0,0,1,482,396,29,57,0,0,0,0,0,1,200,177,4,19,0,0,0,0,0,25,3588,2286,460,382,13,804,628,40,96,10,2069,1085,387,210,1,511,396,29,57,1,204,177,4,19,12,2784,1658,420,286,13,804,628,40,96,30814,510,4
576,44,182,20,17,0,3,0,103,3,"[56, 23, 21, 2, 1]",2024-09-18,2024-11-22,226041,3712,3134,0,578,0,1925,342,303,0,39,0,0,0,0,0,0,1,531,429,52,50,12,1323,959,217,147,0,0,0,0,0,1,784,662,40,82,0,0,0,0,0,1,361,300,20,41,0,0,0,0,0,15,3328,2350,329,320,1,583,429,52,50,12,1540,959,217,147,1,824,662,40,82,1,381,300,20,41,14,2745,1921,277,270,1,583,429,52,50,402,392,4
577,40,6126,22,17,0,5,0,124,4,"[50, 31, 30, 11, 1, 1]",2024-09-18,2024-11-22,227241,3788,2977,0,811,0,2073,533,525,0,8,0,0,0,0,0,0,3,764,660,5,99,14,2198,1520,434,244,0,0,0,0,0,1,460,290,118,52,0,0,0,0,0,1,236,193,29,14,0,0,0,0,0,19,4244,2663,586,409,3,769,660,5,99,14,2632,1520,434,244,1,578,290,118,52,1,265,193,29,14,16,3475,2003,581,310,3,769,660,5,99,669,659,4
578,42,151,25,15,6,4,0,121,2,"[91, 27, 2, 1]",2024-09-18,2024-11-22,232066,3850,3159,301,390,0,1529,337,328,0,9,0,0,0,0,0,0,1,265,230,10,25,10,1756,1357,154,245,0,0,0,0,0,1,698,512,91,95,0,0,0,0,0,1,298,251,15,32,0,0,0,0,0,13,3287,2350,270,397,1,275,230,10,25,10,1910,1357,154,245,1,789,512,91,95,1,313,251,15,32,12,3012,2120,260,372,1,275,230,10,25,464,445,4
579,50,252,44,21,0,23,0,123,3,"[58, 35, 27, 2, 1]",2024-09-18,2024-11-22,209463,4108,3305,0,803,0,967,226,216,0,10,0,0,0,0,0,0,21,756,687,7,62,18,2057,1675,133,249,0,0,0,0,0,1,852,588,55,209,0,0,0,0,0,1,313,266,2,45,0,0,0,0,0,41,4175,3216,197,565,21,763,687,7,62,18,2190,1675,133,249,1,907,588,55,209,1,315,266,2,45,20,3412,2529,190,503,21,763,687,7,62,554,544,4
580,37,194,22,18,0,4,0,147,4,"[62, 33, 26, 23, 2, 1]",2024-09-18,2024-11-21,128842,5153,4097,0,1056,0,1717,864,690,0,174,0,0,0,0,0,0,2,1009,621,200,188,15,2607,1926,408,273,0,0,0,0,0,1,624,432,116,76,0,0,0,0,0,1,783,537,199,47,0,0,0,0,0,19,5946,3516,923,584,2,1209,621,200,188,15,3015,1926,408,273,1,740,432,116,76,1,982,537,199,47,17,4737,2895,723,396,2,1209,621,200,188,584,574,4
581,44,166,16,13,0,3,0,118,6,"[37, 20, 20, 16, 11, 11, 2, 1]",2024-09-18,2024-11-22,151916,4013,3213,0,800,0,1634,560,506,0,54,0,0,0,0,0,0,1,753,609,75,69,8,1167,777,214,176,0,0,0,0,0,1,786,629,59,98,0,0,0,0,0,1,301,200,65,36,0,0,0,0,0,11,3420,2215,413,379,1,828,609,75,69,8,1381,777,214,176,1,845,629,59,98,1,366,200,65,36,10,2592,1606,338,310,1,828,609,75,69,421,411,4
582,60,239,43,32,0,4,7,251,3,"[167, 69, 12, 2, 1]",2024-09-18,2024-11-22,229838,5344,4655,0,92,597,1627,400,372,0,4,24,0,0,0,0,0,9,642,541,30,71,24,2922,2292,226,404,0,0,0,0,0,1,729,495,80,154,0,0,0,0,0,1,454,413,0,41,0,0,0,0,0,35,5083,3741,336,670,9,672,541,30,71,24,3148,2292,226,404,1,809,495,80,154,1,454,413,0,41,26,4411,3200,306,599,9,672,541,30,71,848,804,4
583,41,246,35,22,11,2,0,143,3,"[76, 50, 15, 1, 1]",2024-09-18,2024-11-22,171884,6606,3931,2628,47,0,1204,457,448,6,3,0,14,2649,2548,11,90,0,0,0,0,0,16,2060,1620,260,180,0,0,0,0,0,1,1067,865,75,127,0,0,0,0,0,1,675,538,74,63,0,0,0,0,0,32,6871,5571,420,460,14,2660,2548,11,90,16,2320,1620,260,180,1,1142,865,75,127,1,749,538,74,63,32,6871,5571,420,460,0,0,0,0,0,698,686,4
584,52,228,33,18,0,15,0,117,4,"[55, 34, 18, 7, 2, 1]",2024-09-18,2024-11-22,466004,3671,2559,0,1112,0,1537,374,353,0,21,0,0,0,0,0,0,13,1064,943,24,97,15,1663,1264,241,158,0,0,0,0,0,1,553,415,70,68,0,0,0,0,0,1,260,194,39,27,0,0,0,0,0,30,3914,2816,374,350,13,1088,943,24,97,15,1904,1264,241,158,1,623,415,70,68,1,299,194,39,27,17,2826,1873,350,253,13,1088,943,24,97,503,493,4
